Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
21-JUN-2023,10033.8,10081.3,10003.9,10032.4,506619865,9721.54
22-JUN-2023,10047.5,10047.7,9872.75,9911.45,460064032,7255.08
23-JUN-2023,9901,9905.4,9780.3,9807.25,329802415,6280.89
26-JUN-2023,9809.4,9894,9762.65,9883.8,275493146,4657.38
27-JUN-2023,9910.8,9957.55,9900.8,9945.1,318676469,5004.85
28-JUN-2023,9994,10062.25,9966,10040.05,434332754,7456.07
30-JUN-2023,10072.85,10133.25,10060.4,10126.85,316911204,7318.55
03-JUL-2023,10189.75,10199.2,10126,10142.95,389705855,6147.82
04-JUL-2023,10182.8,10184.5,10095.8,10119.6,585768042,7447.32
05-JUL-2023,10137.05,10205.05,10113.45,10194.15,434836102,8036.81
06-JUL-2023,10200.8,10271.9,10182.4,10267.4,321731559,6126.14
07-JUL-2023,10255.75,10266.5,10117.9,10169.95,340847449,6704.67
10-JUL-2023,10203.6,10203.95,10099.1,10141.85,356242742,5917.21
11-JUL-2023,10173.2,10275.15,10169.1,10249.25,291112601,7245.71
12-JUL-2023,10282.25,10306.05,10244.9,10286,301082674,6856.38
13-JUL-2023,10321.6,10327.7,10161.45,10193.95,393650317,7104.43
14-JUL-2023,10241.85,10356.85,10218.75,10350.95,275290587,7082.86
17-JUL-2023,10382.75,10423.05,10361.55,10373.75,471137107,8018.54
18-JUL-2023,10411.85,10416.35,10314.3,10368.6,503124122,7275.64
19-JUL-2023,10396.5,10460,10384.55,10454.9,480452359,8081.6
20-JUL-2023,10481.3,10483.3,10447.45,10476.25,340706960,8407.31
21-JUL-2023,10428.8,10479.3,10411.95,10446.55,,
24-JUL-2023,10461.05,10522.3,10437.7,10461.2,498321537,8702.1
25-JUL-2023,10515.1,10515.8,10428.45,10503.45,335521652,6908.93
26-JUL-2023,10530.85,10585.8,10519.45,10562.15,780206031,7551.85
27-JUL-2023,10615.35,10656.45,10583.1,10624.5,719703109,9458.86
28-JUL-2023,10644.8,10694.75,10623.75,10686.3,397724798,7991.17
31-JUL-2023,10704.2,10831.5,10689.45,10822.5,506524904,7779.56
01-AUG-2023,10854.5,10864.15,10772.4,10793.95,277040776,7176.73
02-AUG-2023,10781.65,10784.9,10548.85,10643.2,434542802,8935.78
03-AUG-2023,10628.2,10696.55,10581.9,10657.55,322326026,7550.3
04-AUG-2023,10705.8,10780.35,10666,10741.9,388733350,8424.34
07-AUG-2023,10761.9,10795.35,10739.55,10787.8,366485624,7223.08
08-AUG-2023,10818.85,10840.65,10708.8,10803.4,505547260,8242.41
09-AUG-2023,10834.55,10865.95,10744.5,10855.9,303661575,7922.88
10-AUG-2023,10875,10900.75,10803.15,10868.15,469404667,11316.4
11-AUG-2023,10909.55,10913.4,10807.2,10821.85,411058900,10413.37
14-AUG-2023,10805.9,10849,10674.15,10827.45,329531378,7102.09
16-AUG-2023,10804.95,10851.85,10743.2,10837.55,313671500,7556.4
17-AUG-2023,10858.25,10903.55,10839.3,10872.75,422217308,7802.64
18-AUG-2023,10878.9,10896.1,10794.15,10824.3,274773322,6888.74
21-AUG-2023,10847.3,10922.7,10818.3,10904,230713276,6127.34
22-AUG-2023,10934.1,11015,10918.9,11009.2,412662532,6648.61
23-AUG-2023,11038.4,11106.45,11026.9,11081.7,306260708,7130.86
24-AUG-2023,11142.3,11185.65,11118.65,11131.05,327307069,18320.73
25-AUG-2023,11098.9,11132.35,11003.25,11021.6,656619514,7945.7
28-AUG-2023,11052.05,11093,11031.65,11073.05,711328422,7286.18
29-AUG-2023,11105.85,11129.1,11085.95,11109.35,552891494,6523.5
30-AUG-2023,11159.9,11235.05,11150.2,11205.35,439105456,8157.84
31-AUG-2023,11249.5,11261.4,11140.2,11182.65,1366106476,31281.66
01-SEP-2023,11187.35,11274.75,11154.25,11260.6,1159035901,9572.45
04-SEP-2023,11310.35,11349.65,11260.6,11327.05,668329184,9124.52
05-SEP-2023,11361.6,11448.7,11327.05,11437.65,467012508,9033.52
06-SEP-2023,11467.15,11489.1,11418.85,11469.65,663692087,9081.96
07-SEP-2023,11487.6,11530.7,11458.15,11520.8,513531913,7126.49
08-SEP-2023,11559.25,11656.85,11520.8,11647.15,678126489,10058.93
11-SEP-2023,11714.45,11736.15,11685.65,11725.65,939081193,8793.63
12-SEP-2023,11789.95,11789.95,11371.5,11386.5,862108976,10043.1
