Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
09-MAR-2017,4130.3,4166.15,4120.45,4142.3,227526474,2634.14
10-MAR-2017,4158.25,4170.15,4124,4131.8,157661719,2516.57
14-MAR-2017,4212.3,4213.5,4171.35,4201.15,164772811,3034.08
15-MAR-2017,4210.65,4272.6,4203.75,4256.1,201738079,3802.4
16-MAR-2017,4281.3,4330.9,4280.15,4327.3,237109918,3916.67
17-MAR-2017,4341.25,4345.1,4285.7,4320.3,203096680,3935.62
20-MAR-2017,4336.5,4342.5,4313.55,4337.25,165419019,3052.18
21-MAR-2017,4346.95,4347.65,4303.3,4334.65,137314131,2694.53
22-MAR-2017,4303.1,4309.3,4260.65,4267.45,128929921,2666.56
23-MAR-2017,4281.4,4313.45,4276.85,4310.3,133371440,2912
24-MAR-2017,4320.3,4349.25,4318.15,4328.65,176219782,3002.69
27-MAR-2017,4334.8,4337.9,4300.9,4328,139272721,2749.88
28-MAR-2017,4346,4364.75,4341.5,4346.95,157185915,3114.44
29-MAR-2017,4362,4381.95,4346.15,4368.75,155311299,3090.44
30-MAR-2017,4376.9,4390,4356.9,4364.65,270471331,4402.07
31-MAR-2017,4375.65,4397.65,4372.4,4383.65,156397183,2804.41
03-APR-2017,4395.05,4425.9,4395.05,4423.45,124586942,2693.01
05-APR-2017,4435.65,4451.05,4421.25,4446.3,184614945,2960.65
06-APR-2017,4441.65,4451.45,4421.95,4444.5,187940647,3093.79
07-APR-2017,4428.2,4466.4,4393.2,4405.6,208733184,3446.4
10-APR-2017,4419.85,4448.45,4401.5,4435.85,134368040,2501.14
11-APR-2017,4443,4478.8,4439.85,4474.85,262434799,3225.22
12-APR-2017,4484.4,4486.35,4389.9,4427.95,207664420,3073.01
13-APR-2017,4427.15,4440.75,4406.95,4410.55,159215089,2144.3
17-APR-2017,4409.9,4436,4384.6,4432.85,138906412,2262.46
18-APR-2017,4447.6,4516.95,4409.65,4416.25,327032706,5362.26
19-APR-2017,4418.05,4457.2,4401.85,4450.9,171563284,3436.02
20-APR-2017,4467.85,4512.2,4463.15,4509.3,157298497,3601.47
21-APR-2017,4525.65,4540.9,4480.2,4505.45,185543554,3228.03
24-APR-2017,4522.85,4550.7,4515.1,4547.35,217855724,3272.95
25-APR-2017,4579.9,4597.2,4570.05,4589.6,199458012,4108.32
26-APR-2017,4612.85,4626.65,4529.6,4583.1,301642427,4816.29
27-APR-2017,4600.3,4629.4,4583.9,4607.4,399912876,6194.94
28-APR-2017,4615.5,4667.5,4608.6,4658.35,320643215,5192.38
02-MAY-2017,4678.15,4697.95,4637.1,4685.75,279518541,4195.48
03-MAY-2017,4698.95,4706,4655.95,4662.25,228815112,4363.32
04-MAY-2017,4680.7,4695.9,4670.1,4689.8,210618943,3652.25
05-MAY-2017,4697.2,4722.45,4612.55,4646,323032970,5974.75
08-MAY-2017,4659.7,4683.25,4655.35,4676.3,181023848,3206.2
09-MAY-2017,4686.45,4694.15,4660.2,4679.4,210865752,3377.13
10-MAY-2017,4689,4715.65,4685.05,4697.4,173181597,3390.93
11-MAY-2017,4717.4,4727.1,4691.6,4699.45,167695721,3525.71
12-MAY-2017,4709.1,4710.95,4637.5,4660.8,139073421,3162.41
15-MAY-2017,4676.6,4713.4,4673.65,4710.4,152524506,2589.51
16-MAY-2017,4715.85,4729.65,4699.8,4728.2,180729996,2916.77
17-MAY-2017,4727.75,4734.45,4710.1,4720.4,146736330,2466.93
18-MAY-2017,4684.3,4704.1,4573.4,4581.5,167869221,4531.32
19-MAY-2017,4605.95,4650.95,4519.55,4563.45,165650719,3605.01
22-MAY-2017,4584.85,4601.2,4491.85,4496.75,140128822,2649.13
23-MAY-2017,4496.1,4497.65,4352.85,4405.55,243166741,4077.48
24-MAY-2017,4412.45,4426.15,4307.25,4332.15,282566570,4967.33
25-MAY-2017,4351.65,4433.4,4330.05,4415.2,280737510,4615.32
26-MAY-2017,4425.45,4497.25,4422.2,4491.1,173602189,3067.18
29-MAY-2017,4490.1,4498.35,4382.45,4398.5,285080649,3771.53
30-MAY-2017,4390.15,4454.65,4352.9,4447.4,293481468,3520.46
31-MAY-2017,4461,4495.75,4458.75,4487.35,391288377,3696.07
01-JUN-2017,4487.3,4539.7,4485.55,4535.1,240922549,3304.75
02-JUN-2017,4562.85,4575.15,4540.95,4568.2,522965297,3660.69
05-JUN-2017,4591.3,4605.6,4572.45,4582.95,272242774,2938.54
06-JUN-2017,4591.4,4595,4509,4549.6,211915526,3266.58
07-JUN-2017,4558.3,4584.75,4550.15,4579.75,213378629,3249.38
08-JUN-2017,4597.75,4603.8,4569.9,4589.3,153862216,2873.02
09-JUN-2017,4587.65,4616.85,4561.85,4614,154400059,2771.69
12-JUN-2017,4604.5,4610.55,4564.4,4573.4,239247928,2611.74
13-JUN-2017,4585.1,4612.45,4568.8,4578.75,294613613,2994.31
14-JUN-2017,4580.2,4603.25,4539.65,4595.85,242380115,2926.63
15-JUN-2017,4587.95,4618.4,4585.9,4611.65,262848449,2888.66
16-JUN-2017,4625.4,4646.75,4601.5,4612.3,201470214,2584.93
19-JUN-2017,4634.7,4639.1,4603.35,4607.15,130061168,2247.59
20-JUN-2017,4617.6,4635.65,4602.95,4610.35,156401373,2207.35
21-JUN-2017,4609.7,4628.55,4601.7,4611.3,263663615,2594.61
22-JUN-2017,4629.55,4646.9,4570.4,4579.4,231932092,2481.13
23-JUN-2017,4586.45,4587.65,4478.95,4517.1,240652833,3049.61
27-JUN-2017,4523.75,4527.65,4425.35,4455.25,240323809,2752.73
28-JUN-2017,4441.55,4479.6,4419.3,4473.75,225561174,2638.3
29-JUN-2017,4496.05,4525.35,4489.5,4499,354099357,3876.86
30-JUN-2017,4488.3,4527.25,4467.2,4519.75,195959778,2107.21
03-JUL-2017,4529.55,4579.95,4522.85,4577.35,153011040,2267.25
04-JUL-2017,4594.15,4607.25,4545.85,4569.9,197955918,2360.31
05-JUL-2017,4576.25,4645.05,4572.75,4638.4,239344175,2753.89
06-JUL-2017,4659.3,4669.5,4629.7,4641,247967847,3030.68
07-JUL-2017,4643.65,4661.65,4628.45,4647.85,206980482,2653.18
10-JUL-2017,4667.55,4704.7,4640.7,4664.05,73065655,707.18
11-JUL-2017,4680.15,4686.25,4611.85,4617.45,193396067,2677.94
12-JUL-2017,4633.55,4679.15,4628.55,4675.35,240471787,3251.55
13-JUL-2017,4696,4704.05,4670.2,4687.35,156037265,2334.35
14-JUL-2017,4700.15,4714.6,4668,4709.7,206918518,3164.03
17-JUL-2017,4728,4728.4,4693.35,4718.35,135719512,3151.44
18-JUL-2017,4708.45,4738.55,4687.4,4699.85,156168804,3155.8
19-JUL-2017,4719.8,4742.75,4713.2,4738.9,162410619,2819.35
20-JUL-2017,4739.15,4755.05,4709.9,4715.2,152269285,2703.8
21-JUL-2017,4726.15,4728,4654.25,4707.9,215377398,2771.09
24-JUL-2017,4718.5,4739.65,4710.7,4720.9,234352153,2598.96
25-JUL-2017,4734.8,4765.75,4717.4,4760.55,182309139,3054.05
26-JUL-2017,4769.3,4793.5,4746,4770.6,256946726,3577.32
27-JUL-2017,4791.8,4800.45,4736.2,4746.25,298761896,4429.74
28-JUL-2017,4729.65,4794.05,4726.45,4790.5,257878781,4182.85
31-JUL-2017,4797.35,4812.7,4786.05,4792.65,178207112,3267.26
01-AUG-2017,4803.4,4816.45,4788.1,4798.05,123858308,2397.25
02-AUG-2017,4809,4815.25,4784.9,4803,149441604,3217.28
03-AUG-2017,4801.85,4802.7,4709.55,4726.7,202234312,3569.97
04-AUG-2017,4710,4744.95,4692.75,4737.2,187347735,3947.04
07-AUG-2017,4755.3,4805.15,4753.3,4799.05,149003848,3249.49
08-AUG-2017,4816.35,4816.8,4709,4754.1,183634802,4185.6
09-AUG-2017,4743.1,4748.4,4649.75,4665.8,201841744,4418.97
10-AUG-2017,4639.1,4656.65,4440.6,4514.95,219773862,4326.33
11-AUG-2017,4453.65,4551.75,4399.1,4490.45,227485974,4140.53
14-AUG-2017,4531.2,4635.45,4530.8,4628,205868361,3260.02
16-AUG-2017,4654.1,4690.8,4597.5,4687.35,220314040,4100.1
17-AUG-2017,4696.55,4723.05,4664.35,4675.8,279346821,3187.18
18-AUG-2017,4648.8,4664.1,4610.05,4654.75,202750773,2905.59
21-AUG-2017,4670.85,4684.2,4568.85,4577.95,145863480,2815.23
22-AUG-2017,4599.2,4619.45,4526.3,4544.75,170591945,3258.65
23-AUG-2017,4573.55,4607.85,4561.4,4603.85,132086509,2743.39
24-AUG-2017,4614.2,4628.3,4593.3,4620.15,134900139,2811.21
28-AUG-2017,4640.7,4685.45,4635.4,4682.8,196477184,3494.35
29-AUG-2017,4670.8,4684.45,4617.3,4623.5,184252456,3799.26
30-AUG-2017,4656.65,4697.6,4656.4,4691.05,173340110,3303.9
31-AUG-2017,4702.95,4714.55,4683.95,4707.7,244362222,4312.98
01-SEP-2017,4727.85,4782.4,4726.1,4771,215611105,4276.48
04-SEP-2017,4780.6,4789.95,4678,4730.45,217598960,4756.46
05-SEP-2017,4751.25,4784.2,4741.85,4781,152420653,2444.94
06-SEP-2017,4755.9,4810.8,4741.05,4797.35,163464178,2761.43
07-SEP-2017,4828.6,4843.05,4812.7,4817.9,146547720,2627.29
08-SEP-2017,4841.1,4852.7,4788.1,4821.5,185513328,3157.32
11-SEP-2017,4856.1,4873.4,4844.15,4860.05,130123151,2737.92
12-SEP-2017,4880.65,4935.45,4880.65,4929.25,179789451,3186.77
13-SEP-2017,4941.45,4957.15,4871.3,4882.55,275851853,4062.01
14-SEP-2017,4900.2,4932.35,4889.65,4927.45,184540561,3226.52
15-SEP-2017,4916.25,4941,4886.7,4929,207335939,3235.46
18-SEP-2017,4956.45,4992.1,4955.05,4977.75,153678453,2569.25
19-SEP-2017,4991.15,4995.45,4964.8,4983.55,167218828,2785.6
20-SEP-2017,5008.15,5011.45,4963.25,4969.3,158095641,2424.36
21-SEP-2017,4975.85,4986.4,4879.65,4933.85,213353093,2925.43
22-SEP-2017,4916.6,4916.6,4769.25,4778.6,205592046,3225.6
25-SEP-2017,4778.05,4780.3,4627.6,4711.2,203061059,3073.15
26-SEP-2017,4709.05,4772.65,4689.45,4748.4,150815529,2819.23
27-SEP-2017,4774.5,4780.1,4624.65,4641.65,177646213,2671.09
28-SEP-2017,4649.1,4676,4601.15,4658.65,232993781,3490.17
29-SEP-2017,4682.35,4730.25,4677.8,4687.5,177538983,2849.48
03-OCT-2017,4731.55,4750.65,4705.15,4723.65,209174522,2520.35
04-OCT-2017,4739.5,4752,4715.85,4730.65,166929488,2490.63
05-OCT-2017,4738.35,4771.35,4735,4762.05,139562625,2318.61
06-OCT-2017,4783.95,4829.95,4782.85,4825.8,163390171,3065.66
09-OCT-2017,4840,4854.45,4805.55,4832.7,180380115,3068.11
10-OCT-2017,4849.95,4889.75,4847,4883.3,163005994,3065.88
11-OCT-2017,4906.95,4923.7,4792.4,4824.1,210423709,3842.16
12-OCT-2017,4845.35,4891.2,4811.75,4886.6,171097006,2833.92
13-OCT-2017,4899.25,4903.25,4871.8,4878.3,174272819,2733.3
16-OCT-2017,4897.35,4918.4,4871.5,4914.05,198403854,2964.92
17-OCT-2017,4929.35,4950.5,4912.8,4930.8,177317659,2963.49
18-OCT-2017,4934.35,4939.05,4904.55,4920.9,153442894,2605.13
19-OCT-2017,4931.15,4932.5,4865.4,4883.05,37893320,474.78
23-OCT-2017,4894.65,4923.4,4883.3,4918.95,225216667,2643.18
24-OCT-2017,4932.3,4959.15,4914.05,4955.05,187029459,2498.14
25-OCT-2017,5009.15,5033,4970.45,5025,373963825,5644.82
26-OCT-2017,5020.95,5068.9,4999.55,5053.7,388236375,6196.22
27-OCT-2017,5067.5,5082.45,5046.3,5052.9,238366891,4002.43
30-OCT-2017,5077.75,5127.75,5073.15,5116.3,204347183,3604.16
31-OCT-2017,5124.45,5144.1,5095.05,5123.65,354027025,3548.85
01-NOV-2017,5151.75,5169.55,5133.95,5148.95,245460916,3605.62
02-NOV-2017,5172.65,5189,5132.8,5154.6,228161106,4436.44
03-NOV-2017,5179.6,5185.6,5126.95,5168.95,223467170,4000.91
06-NOV-2017,5165.85,5198.5,5161.05,5172.8,202174984,3407.04
07-NOV-2017,5193.25,5203.15,5045.55,5078.8,231165591,3785.5
08-NOV-2017,5093.25,5118.3,5017.75,5041.6,187484881,3757.04
09-NOV-2017,5081.1,5118.05,5008.65,5107.6,187495544,3666.05
10-NOV-2017,5110.5,5145.5,5072.95,5112.1,207131919,3753.22
13-NOV-2017,5124.1,5127.2,5082.05,5088.75,218765077,3363.53
14-NOV-2017,5084.3,5103.45,5056.65,5080.5,211035068,2954
15-NOV-2017,5077.6,5101.4,4999.5,5023.6,300888396,3463.52
16-NOV-2017,5045.5,5107.5,5031.85,5099,322323799,3337.99
17-NOV-2017,5151.25,5175.65,5128.6,5140.75,236246952,3273.16
20-NOV-2017,5146.25,5189.3,5133.3,5185.7,207205131,3323.5
21-NOV-2017,5204.9,5219.05,5155.3,5183.05,370702179,4797.55
22-NOV-2017,5203.25,5203.25,5146.7,5187.8,207517677,2968.81
23-NOV-2017,5205.35,5210.15,5149.75,5198.4,175147306,2986.93
24-NOV-2017,5209.1,5231.75,5200.6,5226.65,186295132,2493.9
27-NOV-2017,5214.05,5284.75,5198.85,5279.2,213302709,2921.9
28-NOV-2017,5288.1,5311.2,5271.9,5288.05,244315661,3588.27
29-NOV-2017,5290.05,5306.4,5250.45,5262.15,194061332,2500.18
30-NOV-2017,5243.6,5259.35,5200.75,5212.2,284464291,4810.95
01-DEC-2017,5238.3,5267.65,5131.7,5148.25,216869172,3267.73
04-DEC-2017,5179.6,5190.7,5105.7,5140.7,222680146,4086.54
05-DEC-2017,5138.5,5168.6,5094.45,5155.95,229638677,3543.89
06-DEC-2017,5151.5,5177.6,5106.85,5113.75,215663764,2980.54
07-DEC-2017,5126.85,5202.15,5125.4,5195.95,179709813,2799.09
08-DEC-2017,5219.8,5239.1,5215.5,5228.35,209781210,2640.1
11-DEC-2017,5256.95,5282.9,5240.4,5276.6,145921720,3010.49
12-DEC-2017,5280.9,5281.95,5221.15,5228.2,150361049,3327.53
13-DEC-2017,5227.75,5235.7,5147,5163.15,175225473,3017.99
14-DEC-2017,5191.4,5196.6,5112.55,5161.05,208068743,3239.47
15-DEC-2017,5215,5237.9,5205.85,5229.45,181950755,2879.8
18-DEC-2017,5201.15,5317.15,5076,5277.65,255822477,3832.94
19-DEC-2017,5295.35,5371,5291.1,5367.6,209927577,3551.11
20-DEC-2017,5379.5,5408.55,5364.05,5384,435652143,3758.57
21-DEC-2017,5399.45,5441.95,5373.65,5437.45,641993255,4427.84
22-DEC-2017,5458.95,5483.45,5433.05,5453.9,439977006,4292.75
26-DEC-2017,5460.95,5486.15,5438.55,5478.8,678403865,3893.56
27-DEC-2017,5487.05,5528.85,5464.35,5493.7,982962758,5496.09
28-DEC-2017,5504,5535.15,5481.65,5499.4,1088077206,6702.56
29-DEC-2017,5523.3,5552.35,5520.1,5540.15,1018650907,5657.77
