Date,Close 
1-1-2018,10435.55
1-2-2018,10442.2
1-3-2018,10443.2
1-4-2018,10504.8
1-5-2018,10558.85
1-8-2018,10623.6
1-9-2018,10637
1-10-2018,10632.2
1-11-2018,10651.2
1-12-2018,10681.25
1-15-2018,10741.55
1-16-2018,10700.45
1-17-2018,10788.55
1-18-2018,10817
1-19-2018,10894.7
1-22-2018,10966.2
1-23-2018,11083.7
1-24-2018,11086
1-25-2018,11069.65
1-29-2018,11130.4
1-30-2018,11049.65
1-31-2018,11027.7
2-1-2018,11016.9
2-2-2018,10760.6
2-5-2018,10666.55
2-6-2018,10498.25
2-7-2018,10476.7
2-8-2018,10576.85
2-9-2018,10454.95
2-12-2018,10539.75
2-14-2018,10500.9
2-15-2018,10545.5
2-16-2018,10452.3
2-19-2018,10378.4
2-20-2018,10360.4
2-21-2018,10397.45
2-22-2018,10382.7
2-23-2018,10491.05
2-26-2018,10582.6
2-27-2018,10554.3
2-28-2018,10492.85
3-1-2018,10458.35
3-5-2018,10358.85
3-6-2018,10249.25
3-7-2018,10154.2
3-8-2018,10242.65
3-9-2018,10226.85
3-12-2018,10421.4
3-13-2018,10426.85
3-14-2018,10410.9
3-15-2018,10360.15
3-16-2018,10195.15
3-19-2018,10094.25
3-20-2018,10124.35
3-21-2018,10155.25
3-22-2018,10114.75
3-23-2018,9998.05
3-26-2018,10130.65
3-27-2018,10184.15
3-28-2018,10113.7
4-2-2018,10211.8
4-3-2018,10245
4-4-2018,10128.4
4-5-2018,10325.15
4-6-2018,10331.6
4-9-2018,10379.35
4-10-2018,10402.25
4-11-2018,10417.15
4-12-2018,10458.65
4-13-2018,10480.6
4-16-2018,10528.35
4-17-2018,10548.7
4-18-2018,10526.2
4-19-2018,10565.3
4-20-2018,10564.05
4-23-2018,10584.7
4-24-2018,10614.35
4-25-2018,10570.55
4-26-2018,10617.8
4-27-2018,10692.3
4-30-2018,10739.35
5-2-2018,10718.05
5-3-2018,10679.65
5-4-2018,10618.25
5-7-2018,10715.5
5-8-2018,10717.8
5-9-2018,10741.7
5-10-2018,10716.55
5-11-2018,10806.5
5-14-2018,10806.6
5-15-2018,10801.85
5-16-2018,10741.1
5-17-2018,10682.7
5-18-2018,10596.4
5-21-2018,10516.7
5-22-2018,10536.7
5-23-2018,10430.35
5-24-2018,10513.85
5-25-2018,10605.15
5-28-2018,10688.65
5-29-2018,10633.3
5-30-2018,10614.35
5-31-2018,10736.15
6-1-2018,10696.2
6-4-2018,10628.5
6-5-2018,10593.15
6-6-2018,10684.65
6-7-2018,10768.35
6-8-2018,10767.65
6-11-2018,10786.95
6-12-2018,10842.85
6-13-2018,10856.7
6-14-2018,10808.05
6-15-2018,10817.7
6-18-2018,10799.85
6-19-2018,10710.45
6-20-2018,10772.05
6-21-2018,10741.1
6-22-2018,10821.85
6-25-2018,10762.45
6-26-2018,10769.15
6-27-2018,10671.4
6-28-2018,10589.1
6-29-2018,10714.3
7-2-2018,10657.3
7-3-2018,10699.9
7-4-2018,10769.9
7-5-2018,10749.75
7-6-2018,10772.65
7-9-2018,10852.9
7-10-2018,10947.25
7-11-2018,10948.3
7-12-2018,11023.2
7-13-2018,11018.9
7-16-2018,10936.85
7-17-2018,11008.05
7-18-2018,10980.45
7-19-2018,10957.1
7-20-2018,11010.2
7-23-2018,11084.75
7-24-2018,11134.3
7-25-2018,11132
7-26-2018,11167.3
7-27-2018,11278.35
7-30-2018,11319.55
7-31-2018,11356.5
8-1-2018,11346.2
8-2-2018,11244.7
8-3-2018,11360.8
8-6-2018,11387.1
8-7-2018,11389.45
8-8-2018,11450
8-9-2018,11470.7
8-10-2018,11429.5
8-13-2018,11355.75
8-14-2018,11435.1
8-16-2018,11385.05
8-17-2018,11470.75
8-20-2018,11551.75
8-21-2018,11570.9
8-23-2018,11582.75
8-24-2018,11557.1
8-27-2018,11691.95
8-28-2018,11738.5
8-29-2018,11691.9
8-30-2018,11676.8
8-31-2018,11680.5
9-3-2018,11582.35
9-4-2018,11520.3
9-5-2018,11476.95
9-6-2018,11536.9
9-7-2018,11589.1
9-10-2018,11438.1
9-11-2018,11287.5
9-12-2018,11369.9
9-14-2018,11515.2
9-17-2018,11377.75
9-18-2018,11278.9
9-19-2018,11234.35
9-21-2018,11143.1
9-24-2018,10967.4
9-25-2018,11067.45
9-26-2018,11053.8
9-27-2018,10977.55
9-28-2018,10930.45
10-1-2018,11008.3
10-3-2018,10858.25
10-4-2018,10599.25
10-5-2018,10316.45
10-8-2018,10348.05
10-9-2018,10301.05
10-10-2018,10460.1
10-11-2018,10234.65
10-12-2018,10472.5
10-15-2018,10512.5
10-16-2018,10584.75
10-17-2018,10453.05
10-19-2018,10303.55
10-22-2018,10245.25
10-23-2018,10146.8
10-24-2018,10224.75
10-25-2018,10124.9
10-26-2018,10030
10-29-2018,10250.85
10-30-2018,10198.4
10-31-2018,10386.6
11-1-2018,10380.45
11-2-2018,10553
11-5-2018,10524
11-6-2018,10530
11-7-2018,10598.4
11-9-2018,10585.2
11-12-2018,10482.2
11-13-2018,10582.5
11-14-2018,10576.3
11-15-2018,10616.7
11-16-2018,10682.2
11-19-2018,10763.4
11-20-2018,10656.2
11-21-2018,10600.05
11-22-2018,10526.75
11-26-2018,10628.6
11-27-2018,10685.6
11-28-2018,10728.85
11-29-2018,10858.7
11-30-2018,10876.75
12-3-2018,10883.75
12-4-2018,10869.5
12-5-2018,10782.9
12-6-2018,10601.15
12-7-2018,10693.7
12-10-2018,10488.45
12-11-2018,10549.15
12-12-2018,10737.6
12-13-2018,10791.55
12-14-2018,10805.45
12-17-2018,10888.35
12-18-2018,10908.7
12-19-2018,10967.3
12-20-2018,10951.7
12-21-2018,10754
12-24-2018,10663.5
12-26-2018,10729.85
12-27-2018,10779.8
12-28-2018,10859.9
12-31-2018,10862.55
