Date ,Close 
01-Jan-19,10910.1
02-Jan-19,10792.5
03-Jan-19,10672.25
04-Jan-19,10727.35
07-Jan-19,10771.8
08-Jan-19,10802.15
09-Jan-19,10855.15
10-Jan-19,10821.6
11-Jan-19,10794.95
14-Jan-19,10737.6
15-Jan-19,10886.8
16-Jan-19,10890.3
17-Jan-19,10905.2
18-Jan-19,10906.95
21-Jan-19,10961.85
22-Jan-19,10922.75
23-Jan-19,10831.5
24-Jan-19,10849.8
25-Jan-19,10780.55
28-Jan-19,10661.55
29-Jan-19,10652.2
30-Jan-19,10651.8
31-Jan-19,10830.95
01-Feb-19,10893.65
04-Feb-19,10912.25
05-Feb-19,10934.35
06-Feb-19,11062.45
07-Feb-19,11069.4
08-Feb-19,10943.6
11-Feb-19,10888.8
12-Feb-19,10831.4
13-Feb-19,10793.65
14-Feb-19,10746.05
15-Feb-19,10724.4
18-Feb-19,10640.95
19-Feb-19,10604.35
20-Feb-19,10735.45
21-Feb-19,10789.85
22-Feb-19,10791.65
25-Feb-19,10880.1
26-Feb-19,10835.3
27-Feb-19,10806.65
28-Feb-19,10792.5
01-Mar-19,10863.5
05-Mar-19,10987.45
06-Mar-19,11053
07-Mar-19,11058.2
08-Mar-19,11035.4
11-Mar-19,11168.05
12-Mar-19,11301.2
13-Mar-19,11341.7
14-Mar-19,11343.25
15-Mar-19,11426.85
18-Mar-19,11462.2
19-Mar-19,11532.4
20-Mar-19,11521.05
22-Mar-19,11456.9
25-Mar-19,11354.25
26-Mar-19,11483.25
27-Mar-19,11445.05
28-Mar-19,11570
29-Mar-19,11623.9
01-Apr-19,11669.15
02-Apr-19,11713.2
03-Apr-19,11643.95
04-Apr-19,11598
05-Apr-19,11665.95
08-Apr-19,11604.5
09-Apr-19,11671.95
10-Apr-19,11584.3
11-Apr-19,11596.7
12-Apr-19,11643.45
15-Apr-19,11690.35
16-Apr-19,11787.15
18-Apr-19,11752.8
22-Apr-19,11594.45
23-Apr-19,11575.95
24-Apr-19,11726.15
25-Apr-19,11641.8
26-Apr-19,11754.65
30-Apr-19,11748.15
02-May-19,11724.75
03-May-19,11712.25
06-May-19,11598.25
07-May-19,11497.9
08-May-19,11359.45
09-May-19,11301.8
10-May-19,11278.9
13-May-19,11148.2
14-May-19,11222.05
15-May-19,11157
16-May-19,11257.1
17-May-19,11407.15
20-May-19,11828.25
21-May-19,11709.1
22-May-19,11737.9
23-May-19,11657.05
24-May-19,11844.1
27-May-19,11924.75
28-May-19,11928.75
29-May-19,11861.1
30-May-19,11945.9
31-May-19,11922.8
03-Jun-19,12088.55
04-Jun-19,12021.65
06-Jun-19,11843.75
07-Jun-19,11870.65
10-Jun-19,11922.7
11-Jun-19,11965.6
12-Jun-19,11906.2
13-Jun-19,11914.05
14-Jun-19,11823.3
17-Jun-19,11672.15
18-Jun-19,11691.5
19-Jun-19,11691.45
20-Jun-19,11831.75
21-Jun-19,11724.1
24-Jun-19,11699.65
25-Jun-19,11796.45
26-Jun-19,11847.55
27-Jun-19,11841.55
28-Jun-19,11788.85
01-Jul-19,11865.6
02-Jul-19,11910.3
03-Jul-19,11916.75
04-Jul-19,11946.75
05-Jul-19,11811.15
08-Jul-19,11558.6
09-Jul-19,11555.9
10-Jul-19,11498.9
11-Jul-19,11582.9
12-Jul-19,11552.5
15-Jul-19,11588.35
16-Jul-19,11662.6
17-Jul-19,11687.5
18-Jul-19,11596.9
19-Jul-19,11419.25
22-Jul-19,11346.2
23-Jul-19,11331.05
24-Jul-19,11271.3
25-Jul-19,11252.15
26-Jul-19,11284.3
29-Jul-19,11189.2
30-Jul-19,11085.4
31-Jul-19,11118
01-Aug-19,10980
02-Aug-19,10997.35
05-Aug-19,10862.6
06-Aug-19,10948.25
07-Aug-19,10855.5
08-Aug-19,11032.45
09-Aug-19,11109.65
13-Aug-19,10925.85
14-Aug-19,11029.4
16-Aug-19,11047.8
19-Aug-19,11053.9
20-Aug-19,11017
21-Aug-19,10918.7
22-Aug-19,10741.35
23-Aug-19,10829.35
26-Aug-19,11057.85
27-Aug-19,11105.35
28-Aug-19,11046.1
29-Aug-19,10948.3
30-Aug-19,11023.25
03-Sep-19,10797.9
04-Sep-19,10844.65
05-Sep-19,10847.9
06-Sep-19,10946.2
09-Sep-19,11003.05
11-Sep-19,11035.7
12-Sep-19,10982.8
13-Sep-19,11075.9
16-Sep-19,11003.5
17-Sep-19,10817.6
18-Sep-19,10840.65
19-Sep-19,10704.8
20-Sep-19,11274.2
23-Sep-19,11600.2
24-Sep-19,11588.2
25-Sep-19,11440.2
26-Sep-19,11571.2
27-Sep-19,11512.4
30-Sep-19,11474.45
01-Oct-19,11359.9
03-Oct-19,11314
04-Oct-19,11174.75
07-Oct-19,11126.4
09-Oct-19,11313.3
10-Oct-19,11234.55
11-Oct-19,11305.05
14-Oct-19,11341.15
15-Oct-19,11428.3
16-Oct-19,11464
17-Oct-19,11586.35
18-Oct-19,11661.85
22-Oct-19,11588.35
23-Oct-19,11604.1
24-Oct-19,11582.6
25-Oct-19,11583.9
27-Oct-19,11627.15
29-Oct-19,11786.85
30-Oct-19,11844.1
31-Oct-19,11877.45
01-Nov-19,11890.6
04-Nov-19,11941.3
05-Nov-19,11917.2
06-Nov-19,11966.05
07-Nov-19,12012.05
08-Nov-19,11908.15
11-Nov-19,11913.45
13-Nov-19,11840.45
