Date ,Close 
1-1-2016,7963.2
1-4-2016,7791.3
1-5-2016,7784.65
1-6-2016,7741
1-7-2016,7568.3
1-8-2016,7601.35
1-11-2016,7563.85
1-12-2016,7510.3
1-13-2016,7562.4
1-14-2016,7536.8
1-15-2016,7437.8
1-18-2016,7351
1-19-2016,7435.1
1-20-2016,7309.3
1-21-2016,7276.8
1-22-2016,7422.45
1-25-2016,7436.15
1-27-2016,7437.75
1-28-2016,7424.65
1-29-2016,7563.55
2-1-2016,7555.95
2-2-2016,7455.55
2-3-2016,7361.8
2-4-2016,7404
2-5-2016,7489.1
2-8-2016,7387.25
2-9-2016,7298.2
2-10-2016,7215.7
2-11-2016,6976.35
2-12-2016,6980.95
2-15-2016,7162.95
2-16-2016,7048.25
2-17-2016,7108.45
2-18-2016,7191.75
2-19-2016,7210.75
2-22-2016,7234.55
2-23-2016,7109.55
2-24-2016,7018.7
2-25-2016,6970.6
2-26-2016,7029.75
2-29-2016,6987.05
3-1-2016,7222.3
3-2-2016,7368.85
3-3-2016,7475.6
3-4-2016,7485.35
3-8-2016,7485.3
3-9-2016,7531.8
3-10-2016,7486.15
3-11-2016,7510.2
3-14-2016,7538.75
3-15-2016,7460.6
3-16-2016,7498.75
3-17-2016,7512.55
3-18-2016,7604.35
3-21-2016,7704.25
3-22-2016,7714.9
3-23-2016,7716.5
3-28-2016,7615.1
3-29-2016,7597
3-30-2016,7735.2
3-31-2016,7738.4
4-1-2016,7713.05
4-4-2016,7758.8
4-5-2016,7603.2
4-6-2016,7614.35
4-7-2016,7546.45
4-8-2016,7555.2
4-11-2016,7671.4
4-12-2016,7708.95
4-13-2016,7850.45
4-18-2016,7914.7
4-20-2016,7914.75
4-21-2016,7912.05
4-22-2016,7899.3
4-25-2016,7855.05
4-26-2016,7962.65
4-27-2016,7979.9
4-28-2016,7847.25
4-29-2016,7849.8
5-2-2016,7805.9
5-3-2016,7747
5-4-2016,7706.55
5-5-2016,7735.5
5-6-2016,7733.45
5-9-2016,7866.05
5-10-2016,7887.8
5-11-2016,7848.85
5-12-2016,7900.4
5-13-2016,7814.9
5-16-2016,7860.75
5-17-2016,7890.75
5-18-2016,7870.15
5-19-2016,7783.4
5-20-2016,7749.7
5-23-2016,7731.05
5-24-2016,7748.85
5-25-2016,7934.9
5-26-2016,8069.65
5-27-2016,8156.65
5-30-2016,8178.5
5-31-2016,8160.1
6-1-2016,8179.95
6-2-2016,8218.95
6-3-2016,8220.8
6-6-2016,8201.05
6-7-2016,8266.45
6-8-2016,8273.05
6-9-2016,8203.6
6-10-2016,8170.05
6-13-2016,8110.6
6-14-2016,8108.85
6-15-2016,8206.6
6-16-2016,8140.75
6-17-2016,8170.2
6-20-2016,8238.5
6-21-2016,8219.9
6-22-2016,8203.7
6-23-2016,8270.45
6-24-2016,8088.6
6-27-2016,8094.7
6-28-2016,8127.85
6-29-2016,8204
6-30-2016,8287.75
7-1-2016,8328.35
7-4-2016,8370.7
7-5-2016,8335.95
7-7-2016,8337.9
7-8-2016,8323.2
7-11-2016,8467.9
7-12-2016,8521.05
7-13-2016,8519.5
7-14-2016,8565
7-15-2016,8541.4
7-18-2016,8508.7
7-19-2016,8528.55
7-20-2016,8565.85
7-21-2016,8510.1
7-22-2016,8541.2
7-25-2016,8635.65
7-26-2016,8590.65
7-27-2016,8615.8
7-28-2016,8666.3
7-29-2016,8638.5
8-1-2016,8636.55
8-2-2016,8622.9
8-3-2016,8544.85
8-4-2016,8551.1
8-5-2016,8683.15
8-8-2016,8711.35
8-9-2016,8678.25
8-10-2016,8575.3
8-11-2016,8592.15
8-12-2016,8672.15
8-16-2016,8642.55
8-17-2016,8624.05
8-18-2016,8673.25
8-19-2016,8666.9
8-22-2016,8629.15
8-23-2016,8632.6
8-24-2016,8650.3
8-25-2016,8592.2
8-26-2016,8572.55
8-29-2016,8607.45
8-30-2016,8744.35
8-31-2016,8786.2
9-1-2016,8774.65
9-2-2016,8809.65
9-6-2016,8943
9-7-2016,8917.95
9-8-2016,8952.5
9-9-2016,8866.7
9-12-2016,8715.6
9-14-2016,8726.6
9-15-2016,8742.55
9-16-2016,8779.85
9-19-2016,8808.4
9-20-2016,8775.9
9-21-2016,8777.15
9-22-2016,8867.45
9-23-2016,8831.55
9-26-2016,8723.05
9-27-2016,8706.4
9-28-2016,8745.15
9-29-2016,8591.25
9-30-2016,8611.15
10-3-2016,8738.1
10-4-2016,8769.15
10-5-2016,8743.95
10-6-2016,8709.55
10-7-2016,8697.6
10-10-2016,8708.8
10-13-2016,8573.35
10-14-2016,8583.4
10-17-2016,8520.4
10-18-2016,8677.9
10-19-2016,8659.1
10-20-2016,8699.4
10-21-2016,8693.05
10-24-2016,8708.95
10-25-2016,8691.3
10-26-2016,8615.25
10-27-2016,8615.25
10-28-2016,8638
10-30-2016,8625.7
11-1-2016,8626.25
11-2-2016,8514
11-3-2016,8484.95
11-4-2016,8433.75
11-7-2016,8497.05
11-8-2016,8543.55
11-9-2016,8432
11-10-2016,8525.75
11-11-2016,8296.3
11-15-2016,8108.45
11-16-2016,8111.6
11-17-2016,8079.95
11-18-2016,8074.1
11-21-2016,7929.1
11-22-2016,8002.3
11-23-2016,8033.3
11-24-2016,7965.5
11-25-2016,8114.3
11-28-2016,8126.9
11-29-2016,8142.15
11-30-2016,8224.5
12-1-2016,8192.9
12-2-2016,8086.8
12-5-2016,8128.75
12-6-2016,8143.15
12-7-2016,8102.05
12-8-2016,8246.85
12-9-2016,8261.75
12-12-2016,8170.8
12-13-2016,8221.8
12-14-2016,8182.45
12-15-2016,8153.6
12-16-2016,8139.45
12-19-2016,8104.35
12-20-2016,8082.4
12-21-2016,8061.3
12-22-2016,7979.1
12-23-2016,7985.75
12-26-2016,7908.25
12-27-2016,8032.85
12-28-2016,8034.85
12-29-2016,8103.6
12-30-2016,8185.8
