Date,Close 
1-2-2017,8179.5
1-3-2017,8192.25
1-4-2017,8190.5
1-5-2017,8273.8
1-6-2017,8243.8
1-9-2017,8236.05
1-10-2017,8288.6
1-11-2017,8380.65
1-12-2017,8407.2
1-13-2017,8400.35
1-16-2017,8412.8
1-17-2017,8398
1-18-2017,8417
1-19-2017,8435.1
1-20-2017,8349.35
1-23-2017,8391.5
1-24-2017,8475.8
1-25-2017,8602.75
1-27-2017,8641.25
1-30-2017,8632.75
1-31-2017,8561.3
2-1-2017,8716.4
2-2-2017,8734.25
2-3-2017,8740.95
2-6-2017,8801.05
2-7-2017,8768.3
2-8-2017,8769.05
2-9-2017,8778.4
2-10-2017,8793.55
2-13-2017,8805.05
2-14-2017,8792.3
2-15-2017,8724.7
2-16-2017,8778
2-17-2017,8821.7
2-20-2017,8879.2
2-21-2017,8907.85
2-22-2017,8926.9
2-23-2017,8939.5
2-27-2017,8896.7
2-28-2017,8879.6
3-1-2017,8945.8
3-2-2017,8899.75
3-3-2017,8897.55
3-6-2017,8963.45
3-7-2017,8946.9
3-8-2017,8924.3
3-9-2017,8927
3-10-2017,8934.55
3-14-2017,9087
3-15-2017,9084.8
3-16-2017,9153.7
3-17-2017,9160.05
3-20-2017,9126.85
3-21-2017,9121.5
3-22-2017,9030.45
3-23-2017,9086.3
3-24-2017,9108
3-27-2017,9045.2
3-28-2017,9100.8
3-29-2017,9143.8
3-30-2017,9173.75
3-31-2017,9173.75
4-3-2017,9237.85
4-5-2017,9265.15
4-6-2017,9261.95
4-7-2017,9198.3
4-10-2017,9181.45
4-11-2017,9237
4-12-2017,9203.45
4-13-2017,9150.8
4-17-2017,9139.3
4-18-2017,9105.15
4-19-2017,9103.5
4-20-2017,9136.4
4-21-2017,9119.4
4-24-2017,9217.95
4-25-2017,9306.6
4-26-2017,9351.85
4-27-2017,9342.15
4-28-2017,9304.05
5-2-2017,9313.8
5-3-2017,9311.95
5-4-2017,9359.9
5-5-2017,9285.3
5-8-2017,9314.05
5-9-2017,9316.85
5-10-2017,9407.3
5-11-2017,9422.4
5-12-2017,9400.9
5-15-2017,9445.4
5-16-2017,9512.25
5-17-2017,9525.75
5-18-2017,9429.45
5-19-2017,9427.9
5-22-2017,9438.25
5-23-2017,9386.15
5-24-2017,9360.55
5-25-2017,9509.75
5-26-2017,9595.1
5-29-2017,9604.9
5-30-2017,9624.55
5-31-2017,9621.25
6-1-2017,9616.1
6-2-2017,9653.5
6-5-2017,9675.1
6-6-2017,9637.15
6-7-2017,9663.9
6-8-2017,9647.25
6-9-2017,9668.25
6-12-2017,9616.4
6-13-2017,9606.9
6-14-2017,9618.15
6-15-2017,9578.05
6-16-2017,9588.05
6-19-2017,9657.55
6-20-2017,9653.5
6-21-2017,9633.6
6-22-2017,9630
6-23-2017,9574.95
6-27-2017,9511.4
6-28-2017,9491.25
6-29-2017,9504.1
6-30-2017,9520.9
7-3-2017,9615
7-4-2017,9613.3
7-5-2017,9637.6
7-6-2017,9674.55
7-7-2017,9665.8
7-10-2017,9771.05
7-11-2017,9786.05
7-12-2017,9816.1
7-13-2017,9891.7
7-14-2017,9886.35
7-17-2017,9915.95
7-18-2017,9827.15
7-19-2017,9899.6
7-20-2017,9873.3
7-21-2017,9915.25
7-24-2017,9966.4
7-25-2017,9964.55
7-26-2017,10020.65
7-27-2017,10020.55
7-28-2017,10014.5
7-31-2017,10077.1
8-1-2017,10114.65
8-2-2017,10081.5
8-3-2017,10013.65
8-4-2017,10066.4
8-7-2017,10057.4
8-8-2017,9978.55
8-9-2017,9908.05
8-10-2017,9820.25
8-11-2017,9710.8
8-14-2017,9794.15
8-16-2017,9897.3
8-17-2017,9904.15
8-18-2017,9837.4
8-21-2017,9754.35
8-22-2017,9765.55
8-23-2017,9852.5
8-24-2017,9857.05
8-28-2017,9912.8
8-29-2017,9796.05
8-30-2017,9884.4
8-31-2017,9917.9
9-1-2017,9974.4
9-4-2017,9912.85
9-5-2017,9952.2
9-6-2017,9916.2
9-7-2017,9929.9
9-8-2017,9934.8
9-11-2017,10006.05
9-12-2017,10093.05
9-13-2017,10079.3
9-14-2017,10086.6
9-15-2017,10085.4
9-18-2017,10153.1
9-19-2017,10147.55
9-20-2017,10141.15
9-21-2017,10121.9
9-22-2017,9964.4
9-25-2017,9872.6
9-26-2017,9871.5
9-27-2017,9735.75
9-28-2017,9768.95
9-29-2017,9788.6
10-3-2017,9859.5
10-4-2017,9914.9
10-5-2017,9888.7
10-6-2017,9979.7
10-9-2017,9988.75
10-10-2017,10016.95
10-11-2017,9984.8
10-12-2017,10096.4
10-13-2017,10167.45
10-16-2017,10230.85
10-17-2017,10234.45
10-18-2017,10210.85
10-19-2017,10146.55
10-23-2017,10184.85
10-24-2017,10207.7
10-25-2017,10295.35
10-26-2017,10343.8
10-27-2017,10323.05
10-30-2017,10363.65
10-31-2017,10335.3
11-1-2017,10440.5
11-2-2017,10423.8
11-3-2017,10452.5
11-6-2017,10451.8
11-7-2017,10350.15
11-8-2017,10303.15
11-9-2017,10308.95
11-10-2017,10321.75
11-13-2017,10224.95
11-14-2017,10186.6
11-15-2017,10118.05
11-16-2017,10214.75
11-17-2017,10283.6
11-20-2017,10298.75
11-21-2017,10326.9
11-22-2017,10342.3
11-23-2017,10348.75
11-24-2017,10389.7
11-27-2017,10399.55
11-28-2017,10370.25
11-29-2017,10361.3
11-30-2017,10226.55
12-1-2017,10121.8
12-4-2017,10127.75
12-5-2017,10118.25
12-6-2017,10044.1
12-7-2017,10166.7
12-8-2017,10265.65
12-11-2017,10322.25
12-12-2017,10240.15
12-13-2017,10192.95
12-14-2017,10252.1
12-15-2017,10333.25
12-18-2017,10388.75
12-19-2017,10463.2
12-20-2017,10444.2
12-21-2017,10440.3
12-22-2017,10493
12-26-2017,10531.5
12-27-2017,10490.75
12-28-2017,10477.9
12-29-2017,10530.7
