Date,Close
1-2-2023,18197.45
1-3-2023,18232.55
1-4-2023,18042.95
1-5-2023,17992.15
1-6-2023,17859.45
1-9-2023,18101.2
1-10-2023,17914.15
1-11-2023,17895.7
1-12-2023,17858.2
1-13-2023,17956.6
1-16-2023,17894.85
1-17-2023,18053.3
1-18-2023,18165.35
1-19-2023,18107.85
1-20-2023,18027.65
1-23-2023,18118.55
1-24-2023,18118.3
1-25-2023,17891.95
1-27-2023,17604.35
1-30-2023,17648.95
1-31-2023,17662.15
2-1-2023,17616.3
2-2-2023,17610.4
2-3-2023,17854.05
2-6-2023,17764.6
2-7-2023,17721.5
2-8-2023,17871.7
2-9-2023,17893.45
2-10-2023,17856.5
2-13-2023,17770.9
2-14-2023,17929.85
2-15-2023,18015.85
2-16-2023,18035.85
2-17-2023,17944.2
2-20-2023,17844.6
2-21-2023,17826.7
2-22-2023,17554.3
2-23-2023,17511.25
2-24-2023,17465.8
2-27-2023,17392.7
2-28-2023,17303.95
3-1-2023,17450.9
3-2-2023,17321.9
3-3-2023,17594.35
3-6-2023,17711.45
3-8-2023,17754.4
3-9-2023,17589.6
3-10-2023,17412.9
3-13-2023,17154.3
3-14-2023,17043.3
3-15-2023,16972.15
3-16-2023,16985.6
3-17-2023,17100.05
3-20-2023,16988.4
3-21-2023,17107.5
3-22-2023,17151.9
3-23-2023,17076.9
3-24-2023,16945.05
3-27-2023,16985.7
3-28-2023,16951.7
3-29-2023,17080.7
3-31-2023,17359.75
4-3-2023,17398.05
4-5-2023,17557.05
4-6-2023,17599.15
4-10-2023,17624.05
4-11-2023,17722.3
4-12-2023,17812.4
4-13-2023,17828
4-17-2023,17706.85
4-18-2023,17660.15
4-19-2023,17618.75
4-20-2023,17624.45
4-21-2023,17624.05
4-24-2023,17743.4
4-25-2023,17769.25
4-26-2023,17813.6
4-27-2023,17915.05
4-28-2023,18065
5-2-2023,18147.65
5-3-2023,18089.85
5-4-2023,18255.8
5-5-2023,18069
5-8-2023,18264.4
5-9-2023,18265.95
5-10-2023,18315.1
5-11-2023,18297
5-12-2023,18314.8
5-15-2023,18398.85
5-16-2023,18286.5
5-17-2023,18181.75
5-18-2023,18129.95
5-19-2023,18203.4
5-22-2023,18314.4
5-23-2023,18348
5-24-2023,18285.4
5-25-2023,18321.15
5-26-2023,18499.35
5-29-2023,18598.65
5-30-2023,18633.85
5-31-2023,18534.4
6-1-2023,18487.75
6-2-2023,18534.1
6-5-2023,18593.85
6-6-2023,18599
6-7-2023,18726.4
6-8-2023,18634.55
6-9-2023,18563.4
6-12-2023,18601.5
6-13-2023,18716.15
6-14-2023,18755.9
6-15-2023,18688.1
6-16-2023,18826
6-19-2023,18755.45
6-20-2023,18816.7
6-21-2023,18856.85
6-22-2023,18771.25
6-23-2023,18665.5
6-26-2023,18691.2
6-27-2023,18817.4
6-28-2023,18972.1
6-30-2023,19189.05
7-3-2023,19322.55
7-4-2023,19389
7-5-2023,19398.5
7-6-2023,19497.3
7-7-2023,19331.8
7-10-2023,19355.9
7-11-2023,19439.4
7-12-2023,19384.3
7-13-2023,19413.75
7-14-2023,19564.5
7-17-2023,19711.45
7-18-2023,19749.25
7-19-2023,19833.15
7-20-2023,19979.15
7-21-2023,19745
7-24-2023,19672.35
7-25-2023,19680.6
7-26-2023,19778.3
7-27-2023,19659.9
7-28-2023,19646.05
7-31-2023,19753.8
8-1-2023,19733.55
8-2-2023,19526.55
8-3-2023,19381.65
8-4-2023,19517
8-7-2023,19597.3
8-8-2023,19570.85
8-9-2023,19632.55
8-10-2023,19543.1
8-11-2023,19428.3
8-14-2023,19434.55
8-16-2023,19465
8-17-2023,19365.25
8-18-2023,19310.15
8-21-2023,19393.6
8-22-2023,19396.45
8-23-2023,19444
8-24-2023,19386.7
8-25-2023,19265.8
8-28-2023,19306.05
8-29-2023,19342.65
8-30-2023,19347.45
8-31-2023,19253.8
9-1-2023,19435.3
9-4-2023,19528.8
9-5-2023,19574.9
9-6-2023,19611.05
9-7-2023,19727.05
9-8-2023,19819.95
9-11-2023,19996.35
